"SK_ID_CURR","TARGET","NAME_CONTRACT_TYPE","CODE_GENDER","FLAG_OWN_CAR","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","DAYS_BIRTH","DAYS_EMPLOYED","OCCUPATION_TYPE","ORGANIZATION_TYPE","AMT_REQ_CREDIT_BUREAU_MON","NAME_TYPE_SUITE"
4008,0,"Revolving loans","F","N",0,90000,225000,11250,225000,"Working","Higher education","Separated","House / apartment",-17183,-7022,"","Business Entity Type 3",0,"Unaccompanied"
4009,0,"Cash loans","F","N",0,180000,540000,21546,540000,"Working","Secondary / secondary special","Single / not married","House / apartment",-17166,-5731,"Laborers","Business Entity Type 3",0,"Unaccompanied"
4010,0,"Cash loans","F","N",0,72000,85320,4279.5,67500,"Working","Secondary / secondary special","Widow","House / apartment",-17526,-690,"","Other",0,"Unaccompanied"
4011,0,"Cash loans","M","Y",1,225000,182448,19777.5,157500,"Working","Secondary / secondary special","Married","House / apartment",-13291,-1124,"Laborers","Business Entity Type 3",0,"Unaccompanied"
4012,0,"Cash loans","F","Y",0,90000,314100,16164,225000,"Working","Secondary / secondary special","Married","House / apartment",-15841,-1025,"Sales staff","Self-employed",0,"Unaccompanied"
4013,1,"Cash loans","F","Y",0,112500,450000,35554.5,450000,"Working","Secondary / secondary special","Married","House / apartment",-9333,-301,"Laborers","Self-employed",0,"Unaccompanied"
4014,0,"Cash loans","F","N",0,225000,247275,17716.5,225000,"Working","Secondary / secondary special","Married","House / apartment",-15810,-4216,"Core staff","Kindergarten",1,"Unaccompanied"
4015,0,"Cash loans","F","N",0,292500,9e+05,26446.5,9e+05,"Working","Secondary / secondary special","Married","House / apartment",-20343,-4972,"High skill tech staff","Construction",0,"Unaccompanied"
4016,0,"Cash loans","M","Y",1,382500,360000,18508.5,360000,"Working","Secondary / secondary special","Married","House / apartment",-11415,-881,"Laborers","Business Entity Type 3",0,"Unaccompanied"
4017,0,"Cash loans","F","N",0,103500,1120500,32890.5,1120500,"Commercial associate","Higher education","Married","House / apartment",-17478,-2491,"","Business Entity Type 3",2,"Unaccompanied"
4018,0,"Cash loans","F","N",1,202500,824823,24246,688500,"Commercial associate","Higher education","Civil marriage","House / apartment",-17159,-5333,"Managers","Self-employed",NA,"Unaccompanied"
4019,0,"Cash loans","F","N",1,76500,480060,23476.5,337500,"State servant","Secondary / secondary special","Civil marriage","With parents",-9729,-3058,"High skill tech staff","Government",1,"Family"
4020,0,"Cash loans","M","N",0,135000,381528,24840,315000,"Working","Secondary / secondary special","Single / not married","House / apartment",-12326,-2002,"Drivers","Business Entity Type 3",0,"Unaccompanied"
4021,0,"Cash loans","F","N",0,67500,270000,15498,270000,"Working","Secondary / secondary special","Separated","House / apartment",-13416,-467,"Medicine staff","Medicine",0,"Unaccompanied"
4022,0,"Cash loans","M","N",0,84028.5,563112,15484.5,445500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19909,-215,"","Industry: type 1",0,"Unaccompanied"
4023,0,"Cash loans","M","Y",0,225000,469152,31734,405000,"Working","Secondary / secondary special","Married","House / apartment",-16598,-558,"Laborers","Business Entity Type 3",0,"Family"
4024,0,"Cash loans","F","Y",2,112500,312768,15966,270000,"Working","Secondary / secondary special","Married","Municipal apartment",-13719,-103,"Cleaning staff","Housing",0,"Unaccompanied"
4025,0,"Cash loans","F","N",0,85500,143910,14148,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21944,365243,"","XNA",0,"Unaccompanied"
4026,0,"Cash loans","F","N",1,90000,1125000,33025.5,1125000,"Working","Secondary / secondary special","Married","House / apartment",-17418,-2536,"","Business Entity Type 3",0,"Family"
4027,0,"Cash loans","F","N",0,202500,510102,36405,481500,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-23025,365243,"","XNA",0,"Unaccompanied"
4028,1,"Cash loans","F","N",2,238500,269550,21739.5,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13530,-1945,"Cooking staff","Restaurant",0,"Unaccompanied"
4029,0,"Cash loans","F","Y",0,324000,348264,17689.5,315000,"Commercial associate","Higher education","Married","House / apartment",-19232,-2385,"Sales staff","Self-employed",0,"Unaccompanied"
4030,0,"Cash loans","F","N",0,67500,674635.5,27477,603000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-9150,-784,"","Business Entity Type 3",0,"Unaccompanied"
4031,0,"Cash loans","F","N",1,90000,216000,17194.5,216000,"Working","Secondary / secondary special","Married","House / apartment",-11993,-1994,"Sales staff","Business Entity Type 2",NA,"Unaccompanied"
4032,0,"Cash loans","F","N",0,121500,1275772.5,40189.5,1143000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23407,365243,"","XNA",0,"Family"
4033,0,"Cash loans","M","N",2,90000,568800,15642,450000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-15559,-901,"Laborers","Self-employed",0,"Spouse, partner"
4034,0,"Cash loans","F","N",0,72000,270000,17707.5,270000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20776,365243,"","XNA",NA,"Unaccompanied"
4035,0,"Cash loans","F","N",0,112500,888840,29506.5,675000,"Working","Higher education","Married","House / apartment",-17544,-8037,"Core staff","School",0,"Unaccompanied"
4036,0,"Cash loans","F","Y",0,225000,1448046,55282.5,1332000,"Commercial associate","Secondary / secondary special","Married","Municipal apartment",-16659,-5328,"Sales staff","Self-employed",0,"Family"
4037,0,"Cash loans","M","N",1,112500,148365,13738.5,135000,"Working","Secondary / secondary special","Separated","House / apartment",-15513,-450,"Drivers","Transport: type 3",NA,"Unaccompanied"
4038,0,"Cash loans","F","N",1,180000,1102171.5,43839,945000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13446,-6598,"Medicine staff","Medicine",0,"Unaccompanied"
4039,0,"Cash loans","F","N",1,135000,142632,15111,126000,"Working","Secondary / secondary special","Married","House / apartment",-14137,-7417,"Laborers","Industry: type 3",0,"Unaccompanied"
4040,0,"Cash loans","M","Y",0,180000,1215000,35653.5,1215000,"Working","Higher education","Married","House / apartment",-11349,-1436,"Laborers","Self-employed",0,"Unaccompanied"
4041,0,"Cash loans","F","N",1,225000,942300,36513,675000,"Working","Higher education","Married","House / apartment",-12417,-654,"Accountants","Business Entity Type 3",2,"Unaccompanied"
4042,0,"Cash loans","F","N",1,81000,148365,10453.5,135000,"State servant","Secondary / secondary special","Married","House / apartment",-14094,-2468,"Core staff","Kindergarten",0,"Unaccompanied"
4043,0,"Cash loans","F","N",0,157500,932643,30087,778500,"Commercial associate","Incomplete higher","Married","House / apartment",-12853,-704,"Managers","Trade: type 3",0,"Unaccompanied"
4044,0,"Cash loans","M","N",0,45000,91143,9670.5,85500,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-24895,365243,"","XNA",NA,"Unaccompanied"
4045,0,"Cash loans","F","N",0,90000,178290,17761.5,157500,"Pensioner","Higher education","Single / not married","House / apartment",-20911,365243,"","XNA",1,"Unaccompanied"
4046,0,"Cash loans","M","N",0,216000,700830,18616.5,585000,"Working","Higher education","Single / not married","House / apartment",-10152,-359,"Core staff","Legal Services",0,"Unaccompanied"
4047,1,"Cash loans","M","N",0,121500,474048,32067,360000,"Working","Secondary / secondary special","Single / not married","House / apartment",-10848,-426,"Cleaning staff","Business Entity Type 1",NA,"Unaccompanied"
4048,0,"Cash loans","M","N",2,202500,1035832.5,33543,904500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-11256,-2304,"Laborers","Business Entity Type 3",0,"Family"
4049,0,"Cash loans","F","N",0,270000,1300500,38155.5,1300500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20855,365243,"","XNA",0,"Unaccompanied"
4050,0,"Cash loans","F","N",2,49500,879934.5,37413,711000,"Working","Secondary / secondary special","Married","House / apartment",-17083,-1251,"High skill tech staff","Housing",0,"Unaccompanied"
4051,0,"Cash loans","F","N",2,135000,1007761.5,40095,927000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15285,-2005,"Sales staff","Self-employed",0,"Unaccompanied"
4052,1,"Cash loans","F","N",0,67500,256500,27063,256500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15978,-192,"Sales staff","Trade: type 7",NA,"Family"
4053,0,"Cash loans","F","N",0,112500,326439,11853,229500,"State servant","Secondary / secondary special","Civil marriage","With parents",-13902,-2527,"","Other",0,"Family"
4054,0,"Revolving loans","M","Y",1,135000,270000,13500,270000,"Working","Higher education","Married","With parents",-10351,-525,"Drivers","Business Entity Type 3",0,"Unaccompanied"
4055,0,"Cash loans","M","N",0,90000,269550,20281.5,225000,"Working","Secondary / secondary special","Married","House / apartment",-12927,-5182,"Laborers","Construction",0,"Unaccompanied"
4056,0,"Cash loans","F","N",0,144000,225000,11488.5,225000,"Working","Incomplete higher","Married","House / apartment",-16266,-8287,"Managers","School",0,"Unaccompanied"
4057,0,"Cash loans","F","Y",0,112500,540000,22878,540000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-10387,-3833,"High skill tech staff","Postal",0,"Unaccompanied"
4058,0,"Cash loans","F","N",0,67500,270000,13914,270000,"Working","Secondary / secondary special","Married","House / apartment",-14819,-1166,"Sales staff","Industry: type 3",0,"Unaccompanied"
4059,0,"Cash loans","F","N",0,67500,1040463,30550.5,868500,"Working","Secondary / secondary special","Married","House / apartment",-18639,-167,"Sales staff","Trade: type 7",0,"Unaccompanied"
4060,0,"Cash loans","F","N",2,85500,1288350,37669.5,1125000,"Working","Secondary / secondary special","Married","House / apartment",-11501,-1730,"Sales staff","Business Entity Type 3",0,"Unaccompanied"
4061,0,"Cash loans","M","Y",0,112500,49752,6034.5,45000,"Working","Secondary / secondary special","Single / not married","House / apartment",-15161,-1200,"Laborers","Self-employed",NA,"Unaccompanied"
4062,0,"Cash loans","F","Y",0,157500,444420,24237,337500,"Working","Higher education","Married","House / apartment",-11856,-1775,"Laborers","Business Entity Type 3",0,"Spouse, partner"
4063,0,"Cash loans","F","N",0,90000,194076,15367.5,162000,"Working","Secondary / secondary special","Married","House / apartment",-19112,-3717,"Sales staff","Medicine",0,"Unaccompanied"
4064,0,"Cash loans","M","N",2,225000,1042560,37575,9e+05,"Working","Higher education","Separated","House / apartment",-17194,-7211,"Managers","Business Entity Type 3",0,"Unaccompanied"
4065,0,"Cash loans","M","N",0,221247,315000,16308,315000,"Commercial associate","Higher education","Civil marriage","With parents",-8726,-359,"Sales staff","Trade: type 2",0,"Unaccompanied"
4066,1,"Revolving loans","M","Y",0,81000,135000,6750,135000,"Commercial associate","Secondary / secondary special","Single / not married","With parents",-9893,-923,"Laborers","Business Entity Type 3",0,"Unaccompanied"
4067,0,"Cash loans","F","N",0,180000,1024740,43546.5,9e+05,"Working","Secondary / secondary special","Married","House / apartment",-13008,-2011,"Medicine staff","Medicine",0,"Unaccompanied"
4068,0,"Cash loans","F","Y",1,112500,1149210,33732,1003500,"Working","Secondary / secondary special","Married","House / apartment",-13618,-3064,"Managers","Business Entity Type 3",1,"Unaccompanied"
4069,1,"Cash loans","M","Y",1,225000,157914,16884,139500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-9298,-1021,"Drivers","Business Entity Type 3",NA,"Unaccompanied"
4070,0,"Cash loans","F","N",0,198000,9e+05,39775.5,9e+05,"Working","Higher education","Single / not married","House / apartment",-17537,-1114,"Accountants","School",0,"Unaccompanied"
4071,0,"Cash loans","M","Y",0,130500,1125000,33025.5,1125000,"Working","Secondary / secondary special","Married","House / apartment",-17152,-1208,"High skill tech staff","Self-employed",0,"Unaccompanied"
4072,0,"Revolving loans","M","N",0,207000,630000,31500,630000,"Working","Secondary / secondary special","Married","House / apartment",-20052,-1413,"Laborers","Business Entity Type 2",0,"Family"
4073,0,"Cash loans","M","N",0,235458,405000,15426,405000,"Commercial associate","Higher education","Married","House / apartment",-10659,-469,"","Trade: type 2",0,"Unaccompanied"
4074,0,"Cash loans","F","Y",1,135000,447768,32580,405000,"Working","Higher education","Married","Office apartment",-12350,-1668,"Accountants","Government",0,"Unaccompanied"
4075,1,"Cash loans","F","Y",0,157500,592560,31153.5,450000,"Working","Secondary / secondary special","Married","House / apartment",-16138,-483,"Laborers","Industry: type 3",0,"Unaccompanied"
4076,1,"Cash loans","F","N",1,135000,684652.5,33066,544500,"State servant","Secondary / secondary special","Married","House / apartment",-13052,-3089,"Core staff","Medicine",0,"Family"
4077,0,"Cash loans","F","N",0,135000,1125000,32895,1125000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14508,-856,"Accountants","Business Entity Type 3",0,"Unaccompanied"
4078,0,"Cash loans","F","Y",0,126000,675000,21906,675000,"State servant","Higher education","Civil marriage","House / apartment",-14045,-826,"High skill tech staff","Business Entity Type 3",0,"Unaccompanied"
4079,0,"Cash loans","F","Y",0,90000,1339884,36976.5,1170000,"Pensioner","Secondary / secondary special","Married","House / apartment",-22774,365243,"","XNA",0,"Unaccompanied"
4080,0,"Cash loans","M","N",1,202500,239850,25830,225000,"Working","Secondary / secondary special","Single / not married","House / apartment",-15489,-1474,"Laborers","Self-employed",0,"Unaccompanied"
4081,0,"Cash loans","F","Y",0,112500,877500,44932.5,877500,"Working","Secondary / secondary special","Single / not married","House / apartment",-13358,-752,"Accountants","Business Entity Type 3",1,"Spouse, partner"
4082,0,"Revolving loans","M","Y",2,157500,270000,13500,270000,"Working","Secondary / secondary special","Single / not married","House / apartment",-17413,-4444,"Laborers","Business Entity Type 1",0,"Unaccompanied"
4083,0,"Cash loans","F","N",1,112500,454500,21865.5,454500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14333,-4538,"Sales staff","Trade: type 7",0,"Unaccompanied"
4084,0,"Cash loans","F","N",0,54000,270000,10552.5,270000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20365,365243,"","XNA",0,"Unaccompanied"
4085,1,"Cash loans","F","N",0,225000,315000,22918.5,315000,"Working","Secondary / secondary special","Single / not married","With parents",-15576,-189,"Medicine staff","Other",1,"Unaccompanied"
4086,0,"Cash loans","M","Y",0,720000,2250000,114300,2250000,"Commercial associate","Higher education","Single / not married","Co-op apartment",-9172,-210,"Managers","Business Entity Type 3",0,"Unaccompanied"
